hall_id,hall_name,aspect,cross_score,text
1030,라시따시어터,bridal_room,0.9872,생화와 채광이 잘 어우러진 예쁜 신부대기실
1212,신도림 웨스턴베니비스,parking_facility,0.9852,주차장이 넓고 안내 서비스가 좋음
1044,인천 그랜드오스티엄 cmcc홀,bridal_room,0.9851,신부대기실이 넓고 여러 편의시설이 갖춰져 있음
1206,CN웨딩홀 계산점,parking_facility,0.9840,"주차장이 넓고, 주차 안내 서비스가 효율적임"
1146,인천 그랜드오스티엄>CMCC홀,bridal_room,0.9819,"넓고 고급스러운 신부대기실, 자연 채광이 좋음"
1135,광명무역센터컨벤션,bridal_room,0.9813,"신부대기실이 넓고 쾌적함, 자연채광 훌륭"
1257,논현 더채플앳 라메르홀,bridal_room,0.9808,"넓고 깔끔한 신부대기실, 자연광이 잘 들어옴"
1042,인천 엘마리노,bridal_room,0.9788,신부대기실이 넓고 채광이 좋아 사진 촬영에 적합
1158,신도림 웨딩시티 스타티스홀,parking_facility,0.9758,주차장이 넓고 안내가 잘 되어 있음
1266,파티움하우스,bridal_room,0.9758,신부대기실의 채광이 좋아 사진이 잘 나옴
1268,더루체웨딩홀,bridal_room,0.9745,신부대기실이 넓고 자연 채광이 잘 들어오며 아늑함
1277,CN계산,bridal_room,0.9738,"넓고 예쁜 신부대기실, 동선 편리"
1239,더컨벤션,bridal_room,0.9658,"신부대기실이 넓고 아늑하며, 자연 조명이 좋음"
1108,인천 중구 엘마리노 앳 인천,bridal_room,0.9638,넓고 쾌적한 신부대기실
1026,부천 단독홀,bridal_room,0.9622,신부대기실이 넓고 개인 공간이 잘 확보됨
1079,대치 더채플앳,parking_facility,0.9574,주차공간이 널찍하여 주차가 편리함
1197,서울 포시즌스 호텔,bridal_room,0.9546,"통창으로 채광이 좋은 신부대기실, 편안한 대기 가능"
1232,강남 루클라비 더화이트 웨딩홀,bridal_room,0.9391,신부대기실이 넓고 채광이 좋아 사진 촬영에 유리함
1031,인천 그레이스 파티,parking_facility,0.9366,주차공간이 넉넉하여 대형 차량도 주차 가능
1220,삼청각 일화당,bridal_room,0.9111,넓은 유리창을 통해 자연 채광이 들어오는 신부대기실
1043,더세인트,bridal_room,0.8496,"신부대기실이 넓고, 자연광이 잘 들어와 사진이 잘 나옴"
1251,서울웨딩타워,parking_facility,0.7689,"주차장이 넓고, 발렛파킹 서비스 제공"
1007,천안 비렌티,bridal_room,0.6771,신부대기실이 넓고 쾌적함
1253,부천 채림 웨딩홀,bridal_room,0.6771,신부대기실이 넓고 쾌적함
1112,영등포 더링크호텔,bridal_room,0.6771,신부대기실이 넓고 쾌적함
1164,로얄파크컨벤션,bridal_room,0.6771,신부대기실이 넓고 쾌적함
1017,영등포 더컨벤션,bridal_room,0.6771,신부대기실이 넓고 쾌적함
1042,인천 엘마리노,parking_facility,0.6770,주차공간이 넓고 발렛 서비스 제공
1017,영등포 더컨벤션,bridal_room,0.6206,신부대기실이 넓고 포토존이 가까워 편리함
1154,강서 루이비스컨벤션,bridal_room,0.6096,"신부대기실이 넓고 깔끔하며, 사진 촬영에 좋은 조명"
1030,라시따시어터,bridal_room,0.6081,신부대기실이 넓고 안락함
1183,대전 루이비스 아모리스홀,parking_facility,0.6062,주차공간이 넉넉하여 불편함 없음
1068,공덕 아펠가모(라로브홀),parking_facility,0.5646,주차공간이 넓고 건너편에도 추가 주차장이 있음
1073,송도 직시더그린,parking_facility,0.5467,"지하주차장이 넓고, 주차관리 직원이 친절하게 안내"
1161,건대입구역 KU컨벤션,parking_facility,0.5156,"주차공간이 협소하나, 대중교통 이용이 편리함"
1193,인천 부평 그레이스파티,parking_facility,0.4850,주차공간이 넓고 주차 요원이 즉시 안내
1184,인천 부평 그레이스인천,bridal_room,0.4717,사진 촬영하기 좋은 밝은 신부대기실
1068,공덕 아펠가모(라로브홀),parking_facility,0.4660,주차공간이 충분하여 불편함이 없음
1034,기흥 ICT밸리컨벤션,bridal_room,0.4547,신부대기실이 아늑하며 사진 촬영하기 좋은 장소
1079,대치 더채플앳,parking_facility,0.4484,주차공간이 여유로워 불편함 없음
1126,반포 고터역 컨벤션홀,parking_facility,0.3777,주차공간이 협소함
1036,남산뜰,parking_facility,0.2921,"주차 공간 넉넉하며, 발렛도 가능"
1028,강서 루이비스 컨벤션,bridal_room,0.2683,신부대기실에 자연 채광이 들어와 따뜻한 분위기
1062,여의도 더파티움,bridal_room,0.2287,신부대기실이 넓고 아늑해 대기하기 좋음
1240,강동 루벨,parking_facility,0.2000,주차 공간이 넓고 발렛 서비스도 제공됨
1091,여의도 웨딩여율리,bridal_room,0.1819,생화로 꾸며져 있으며 채광이 좋음
1273,cn웨딩홀 계산,parking_facility,0.1798,주차 공간이 넉넉하며 발렛 서비스도 가능
1087,신림 그레이스파티,bridal_room,0.1402,"넓고 자연 채광이 좋음, 꽃 장식이 아름다움"
1158,신도림 웨딩시티 스타티스홀,parking_facility,0.1346,웨딩홀 전용 주차구역이 있어 편리함
1265,강남 메종드 아나하,bridal_room,0.1131,"신부대기실이 넓고, 화장대와 소파가 고급스러움"
1280,드레스가든,parking_facility,0.0932,주차공간이 협소하여 대중교통 이용 권장
1279,여의도 조선팰리스,parking_facility,0.0794,주차공간이 넉넉하여 대규모 행사에도 문제없음
1017,영등포 더컨벤션,parking_facility,0.0479,주차공간이 여유롭지 않음
1050,안양 더파티움,parking_facility,0.0433,"본건물 주차장 외에 이마트 평촌점, 하이파킹, 네온테크 등 총 네 곳 이용 가능"
1228,수원 wi컨벤션,bridal_room,0.0409,신부대기실이 넓고 깔끔하여 대기하기 쾌적함
1215,용산 로카우스 호텔,parking_facility,0.0376,주차공간이 충분하나 혼잡할 수 있음
1127,웨스턴베니비스,parking_facility,0.0069,주차공간이 협소하지만 발렛 서비스가 제공됨
1140,영등포 웨스턴베니비스,bridal_room,0.0044,"새하얀 꽃과 초록 식물로 싱그러움, 단독 화장실과 좋은 채광"
1221,부천 라비에벨,parking_facility,0.0033,주차공간이 부족함
