hall_id,hall_name,aspect,cross_score,text
1280,드레스가든,catering,0.0170,"식사 퀄리티가 높으며 특히 디저트가 호평을 받음, 식대: 110000"
1262,지하철역 근처 웨딩여율리,hall_vibe,0.0168,"작은 편이지만 조명이 예뻐서 사진이 잘 나옴, 생화장식으로 향기가 좋음"
1050,안양 더파티움,hall_vibe,0.0165,"어두운 편의 홀, 중앙 집중 구조로 신랑신부에게 시선이 향함"
1032,강남 상록아트홀,catering,0.0148,"9,200원, 맛있는 식사가 유명함"
1031,인천 그레이스 파티,catering,0.0148,"뷔페 형식의 식사가 다양하고 신선함,  식대: 92000"
1279,여의도 조선팰리스,catering,0.0132,"식사에 대한 호평이 많으며, 식대: 150000"
1001,신사 더컨벤션 단독홀,catering,0.0129,"식사 양과 질이 훌륭하며 후기가 좋음, 식대: 160000"
1234,소피텔,catering,0.0118,"음식 종류가 다양하고 퀄리티가 높음, 식대: 150000"
1210,논현 더 채플 앳 라포레홀,catering,0.0104,"식사가 훌륭하며 채식 옵션도 제공됨, 식대: 110000"
1204,강남구 논현로 호텔 엘리에나,catering,0.0094,"식사의 질이 매우 뛰어나며, 특히 해산물 요리가 인기가 많음, 식대: 110000"
1070,더세인트 그랜드볼룸 홀,catering,0.0093,"다양한 메뉴와 훌륭한 맛을 자랑, 식대: 130000"
1027,선릉 아펠가모,catering,0.0087,"식대: 92000, 신선한 식재료 사용, 훌륭한 맛"
1085,강남 세인트메리엘 메리엘홀,catering,0.0060,"고급스러운 메뉴와 훌륭한 맛, 식대: 98000"
1254,부천 MJ컨벤션 5층 그랜드볼룸홀,catering,0.0043,"정가 68,000원, 할인가 61,000원, 식사가 맛있다는 후기 많음"
1008,삼성 노블발렌티,hall_vibe,0.0030,"세련된 분위기의 채플홀 형태, 깔끔한 디자인"
1256,서울특별시 송파구 백제고분로 128 BS타워 6층 라브르 에드니아,catering,0.0028,"식사는 코스 요리로 제공되며, 맛이 깔끔하고 정갈함. 식대: 120000"
1099,주안 그랜드하우스,catering,0.0027,"한식과 양식의 훌륭한 조화를 이룬 메뉴, 식대: 63000"
1251,서울웨딩타워,catering,0.0020,"대관료 950만원, 식사가 맛있고 양이 충분함"
1237,안성 더AW웨딩컨벤션,catering,0.0012,"하객들이 기억에 남을 정도의 훌륭한 음식, 식대: 90000"
1175,라뷔포레,hall_vibe,0.0010,
1266,파티움하우스,hall_vibe,0.0010,
1042,인천 엘마리노,hall_vibe,0.0010,
1008,삼성 노블발렌티,hall_vibe,0.0010,
1050,안양 더파티움,hall_vibe,0.0010,
1264,여율리,hall_vibe,0.0009,"꽃냄새가 나는 홀, 천장이 낮지만 답답하지 않음"
1050,안양 더파티움,catering,0.0008,"9.5만원, 훌륭한 식사 메뉴"
