hall_id,hall_name,aspect,cross_score,text
1208,수원 이비스 호텔,catering,0.2610,"정가 식대 99,000원, 할인가 식대 84,150원, 맛있는 식사와 다양한 디저트"
1267,수원 라 뷔포레 (구 호텔리츠),hall_vibe,0.1935,"웨딩홀 전체를 식장으로 쓰는 느낌, 혼잡하지 않음"
1256,서울특별시 송파구 백제고분로 128 BS타워 6층 라브르 에드니아,catering,0.1474,"식사는 한식과 양식이 혼합되어 있으며, 맛이 뛰어남. 식대: 135000"
1008,삼성 노블발렌티,catering,0.1217,"코스 식사, 깔끔하고 정갈한 식당"
1263,서울 강남 아르베 웨딩,hall_vibe,0.1204,"밝고 화사한 하우스웨딩 무드, 꽃으로 장식된 공간"
1084,부천 라비에벨 웨딩,hall_vibe,0.0986,"넓고 층고가 높은 단독홀, 답답하지 않고 확 트인 분위기"
1006,강서 더퍼스트클래스파티,catering,0.0921,음식이 신선하고 다양함
1194,부천 강서 루이비스컨벤션,catering,0.0824,식사 후기가 좋음
1140,영등포 웨스턴베니비스,catering,0.0763,"소문난 맛집, 음식 기대됨"
1124,명동 온즈드롬,hall_vibe,0.0697,"밝은 분위기의 웨딩홀, 자연광이 잘 들어옴"
1198,대전 루이비스컨벤션 아모리스홀,catering,0.0638,맛있고 다양한 음식 제공
1162,인천 그랜드오스티엄 CMCC홀,hall_vibe,0.0588,"넓고 시원한 느낌의 4층 단독홀, 야외 테라스가 감성적임"
1220,삼청각 일화당,hall_vibe,0.0583,"한옥 감성의 아름다운 분위기, 자연잔디로 조성된 야외 공간"
1249,여의도 더파티움 파티움홀,catering,0.0582,"식대 121,000원, 메인 요리들이 고급스럽고 맛있음, 디저트도 훌륭"
1006,강서 더퍼스트클래스파티,catering,0.0567,음식이 다양하고 맛있음
1008,삼성 노블발렌티,catering,0.0535,웰컴 푸드와 디저트가 맛있고 예쁨
1113,인천 그랜드오스티엄/CMCC홀,hall_vibe,0.0488,"층고가 높고 공연장 같은 웅장한 분위기, 야외 테라스에서의 전망이 훌륭함"
1260,이천 빌라드아모르 웨딩홀,catering,0.0484,"식대 53,000원, 당일 계약으로 5만원 할인, 170가지 음식과 디저트 제공"
1155,청담 더채플앳 커티지홀,hall_vibe,0.0477,화려한 꽃이 있는 홀보다 야외 예식을 찾는 분위기
1035,잠실 아펠가모,hall_vibe,0.0416,깔끔하고 맛있는 분위기
1176,신도림 더세인트 파노라마홀,hall_vibe,0.0401,"밝고 예쁜 홀, 41층에서 야외 웨딩 느낌"
1220,삼청각 일화당,hall_vibe,0.0384,"넓고 화사한 야외 공간, 자연과 어우러진 공간으로 층고는 낮으나 개방감 있음"
1189,다르미앙,hall_vibe,0.0372,"넓고 탁 트인 야외 분위기의 밝은 홀, 낮은 층고로 아늑함"
1066,백석 더테라스 단독홀,catering,0.0359,식사 퀄리티 아주 좋음
1256,서울특별시 송파구 백제고분로 128 BS타워 6층 라브르 에드니아,catering,0.0345,"식사는 코스 요리로 제공되며, 맛이 깔끔하고 정갈함. 식대: 120000"
1022,신도림 더링크 호텔,catering,0.0330,"식사 퀄리티 높고, 주류 포함. 식대: 120000"
1121,신사 더컨벤션,catering,0.0316,"식대 8.9만원, 대관료 850만원"
1020,송파 라비니움,catering,0.0308,정갈한 음식과 훌륭한 디저트
1256,서울특별시 송파구 백제고분로 128 BS타워 6층 라브르 에드니아,catering,0.0306,"식사는 다채로운 메뉴로 구성되어 있으며, 퀄리티가 뛰어남. 식대: 150000"
1084,부천 라비에벨 웨딩,catering,0.0305,"뷔페식으로 다양하고 맛있는 음식 제공, 식대: 72000"
1044,인천 그랜드오스티엄 cmcc홀,hall_vibe,0.0284,"층고가 높고 자연광이 잘 들어오는 밝은 홀로, 웨딩사진이 매우 잘 나옴"
1124,명동 온즈드롬,catering,0.0273,"식대 66,000원, 맛있는 음식 대접 가능"
1009,영등포 더베르G (더베르지),hall_vibe,0.0265,"넓고 깨끗한 단독홀, 생화 가득한 웨딩홀 분위기"
1275,천안티웨딩홀,catering,0.0247,"다양하고 맛있는 메뉴 제공, 식대: 68000"
1234,소피텔,catering,0.0244,"음식 종류가 다양하고 퀄리티가 높음, 식대: 150000"
1150,수원 노블레스 웨딩홀,catering,0.0244,"식대가 합리적이고 음식의 맛이 뛰어남, 식대: 75000"
1271,강남 베스트웨스턴프리미어,hall_vibe,0.0236,"낮은 층고와 어두운 조명으로 아늑한 분위기, 작은 야외 공간도 있음"
1216,대전 팔레드오페라 트리아농홀,hall_vibe,0.0230,"밝은 야외 분위기, 천장이 높고 고급스러운 톤"
1189,다르미앙,hall_vibe,0.0228,"야외 컨셉으로 천장 조명이 없는 분위기, 여유로운 공간"
1066,백석 더테라스 단독홀,hall_vibe,0.0211,"밝은 홀, 야외 느낌과 개방감 최고"
1133,서울 바이더그린,hall_vibe,0.0206,"야외 웨딩홀, 숲과 브릭 건물 조합, 데크 바닥, 유니크한 분위기"
1264,여율리,catering,0.0195,"식대 95,000원, 음식이 맛있어 보임"
1001,신사 더컨벤션 단독홀,catering,0.0193,"음식이 다양하고 맛있음, 식대: 160000"
1155,청담 더채플앳 커티지홀,hall_vibe,0.0187,야외 정원과 이어지는 밝고 탁 트인 홀로
1179,강남 세인트 메리엘,catering,0.0173,"9.8만원, 맛있는 식대, 130종 제공"
1140,영등포 웨스턴베니비스,catering,0.0156,"음식의 맛과 서비스가 뛰어나며, 식대: 140000"
1006,강서 더퍼스트클래스파티,catering,0.0130,음식이 정갈하고 세련됨
1121,신사 더컨벤션,hall_vibe,0.0114,"어두운 홀, 층고 10m 이상, 좌석 간격 넓음"
1265,강남 메종드 아나하,catering,0.0108,"대관료 900만원, 식대 9.3만원, 합리적 가격"
1050,안양 더파티움,hall_vibe,0.0099,"어두운 편의 홀, 중앙 집중 구조로 신랑신부에게 시선이 향함"
1124,명동 온즈드롬,hall_vibe,0.0085,"밝고 화사한 분위기의 웨딩홀, 층고가 높아 개방감이 뛰어남"
1054,강서 루이비스,hall_vibe,0.0083,"밝은 홀, 층고가 높아 답답함 없음"
1125,논현 더채플앳라포레홀,hall_vibe,0.0070,"환한 분위기의 웨딩홀로, 높은 층고와 화려한 샹들리에가 인상적임"
1084,부천 라비에벨 웨딩,catering,0.0067,"72,000원, 뷔페 음식 다양함"
1027,선릉 아펠가모,hall_vibe,0.0061,"클래식한 분위기의 웨딩홀, 적당한 층고로 아늑함"
1002,반포 더컨벤션 단독홀,hall_vibe,0.0060,"아늑한 어두운 홀, 낮은 층고로 인해 소규모 웨딩에 적합"
1189,다르미앙,hall_vibe,0.0054,"야외 느낌의 자연 친화적 밝은 홀, 천장이 없어 개방감이 뛰어남"
1208,수원 이비스 호텔,catering,0.0054,"맛있는 식사와 다양한 메뉴 옵션 제공, 식대: 99000"
1271,강남 베스트웨스턴프리미어,hall_vibe,0.0048,"어두운 조명과 적당한 층고로 차분한 분위기, 야외 느낌의 테라스 있음"
1027,선릉 아펠가모,catering,0.0040,"맛있는 뷔페, 강남권에서 가격대비 우수"
1264,여율리,hall_vibe,0.0038,"꽃냄새가 나는 홀, 천장이 낮지만 답답하지 않음"
1006,강서 더퍼스트클래스파티,catering,0.0031,"성인 61,000원, 웨딩패키지 170만원, 음식이 깔끔하고 맛있어 보임"
1149,수원 이비스,hall_vibe,0.0031,"층고가 높고 프리미엄 웨딩홀 느낌, 답답하지 않음"
1032,강남 상록아트홀,catering,0.0023,"9,200원, 맛있는 식사가 유명함"
1216,대전 팔레드오페라 트리아농홀,catering,0.0018,음식 평이 좋고 시식 후기 만족도 높음
1054,강서 루이비스,catering,0.0017,"8.8만원, 맛있다는 후기가 많음"
1257,논현 더채플앳 라메르홀,hall_vibe,0.0015,일반적인 호텔식 웨딩홀과는 달리 하늘을 향해 열려있는 느낌의 높은 층고와 밝은 조명
1123,강서 더베뉴지 마리아칼라스홀,hall_vibe,0.0014,"밝은 홀, 층고가 높은 앞쪽과 낮은 안쪽, 외국 하우스 웨딩 느낌"
1027,선릉 아펠가모,hall_vibe,0.0013,"고급스러운 밝기의 웨딩홀, 높은 층고로 개방감이 좋음"
1175,라뷔포레,hall_vibe,0.0010,
1250,가양 루이비스,hall_vibe,0.0010,밝고 높은 층고로 개방감이 뛰어난 웨딩홀
1050,안양 더파티움,catering,0.0010,"95,000원, 음식 만족도가 높음"
1267,수원 라 뷔포레 (구 호텔리츠),catering,0.0008,"76,000원, 음식이 깨끗하고 관리가 잘됨"
1128,수서 빌라드지디,hall_vibe,0.0007,"좁고 긴 의자, 밝은 홀, 하우스 웨딩 느낌"
1132,서울대학교 이라운지,catering,0.0004,"C코스 64,000원, 맛있는 뷔페 (CJ 운영)"
1132,서울대학교 이라운지,catering,0.0004,"C코스 64,000원, 맛있는 뷔페 (CJ 운영)"
1028,강서 루이비스 컨벤션,catering,0.0002,"8.8만원, 맛있는 식사"
1168,문래 규수당,catering,0.0001,"6.5만원, 정가 580만원, 할인가 5.5만원, 320만원"
1266,파티움하우스,catering,0.0000,"59,000원"
1175,라뷔포레,catering,0.0000,"75,000원"
